sound Sensor,soundLevel MAX4466,soundLevel MAX9814,Actual
67.78484,82.30605,70.5376,1
68.88258,82.29116,70.71687,1
70.86035,82.28477,70.36051,1
71.1706,82.2228,70.45836,1
70.13611,82.25919,70.35753,1
69.78583,82.19703,70.8588,1
70.13611,82.2869,70.67959,1
69.56866,82.25919,70.40512,1
69.15587,81.65107,70.59293,1
68.30878,82.08009,70.38433,1
68.3931,81.68079,70.40512,1
69.03979,82.21851,70.39027,1
69.15587,82.07137,70.41994,1
64.80811,81.9239,70.38731,1
69.64165,81.59361,70.48485,1
70.30609,82.25705,70.34857,1
67.37006,82.19488,70.40512,1
69.96273,82.20133,70.36051,1
68.64129,82.2869,70.46719,1
69.11735,82.1647,71.17941,1
69.60524,82.31454,70.7597,1
68.13762,82.31666,70.36349,1
69.78583,82.2869,70.35753,1
69.19421,82.29967,70.36349,1
68.64129,82.1539,71.28192,1
69.56866,82.09316,70.35156,1
68.88258,82.28052,70.86162,1
69.30826,82.29329,70.36051,1
67.46396,79.82778,70.36647,1
69.27041,81.83465,70.70255,1
70.2385,81.57746,70.63348,1
69.45802,82.02102,70.54636,1
68.55935,81.09782,70.49366,1
66.73362,82.25064,71.1604,1
67.46396,82.21422,70.37838,1
71.26155,82.31666,70.47014,1
66.47586,82.08009,70.35455,1
69.96273,82.20348,70.51127,1
67.22727,81.58439,70.37838,1
70.06718,81.62813,70.79381,1
67.0821,82.29329,70.37838,1
68.0943,82.30817,70.56385,1
69.30826,82.25919,70.80231,1
70.70097,82.3018,70.46719,1
69.42082,82.23352,70.35455,1
68.35104,82.29754,70.37838,1
69.42082,82.28052,70.45541,1
69.07866,81.94607,70.81647,1
68.47662,82.26132,70.55803,1
69.19421,82.11707,71.31137,1
69.07866,82.24208,71.11951,1
69.03979,82.19918,71.24968,1
68.13762,82.28052,71.33006,1
66.68268,80.16584,70.39622,1
69.07866,82.22495,70.35455,1
69.15587,81.51719,70.34857,1
69.99769,82.30817,70.37243,1
67.60294,82.2869,70.39622,1
67.64877,82.13009,70.65369,1
65.99169,82.29967,70.56676,1
71.49953,82.24636,70.35156,1
72.1767,81.86599,70.35753,1
67.51054,82.29116,70.45836,1
68.88258,82.27199,70.77108,1
65.53742,82.30817,70.77961,1
69.07866,82.29754,70.40512,1
69.85703,82.31242,70.38433,1
67.73972,81.47288,70.8193,1
68.05077,82.31454,70.39027,1
68.18073,81.96818,70.56385,1
66.1561,82.01883,70.47308,1
68.80289,82.2485,70.39622,1
68.76277,81.79194,70.71115,1
64.80811,82.29329,70.37243,1
70.06718,82.09534,70.3754,1
70.82871,82.21207,70.3754,1
70.76508,81.86823,70.40512,1
70.10172,81.80994,70.36349,1
67.96303,82.01224,70.35156,1
70.79695,81.8727,71.43608,1
66.83463,81.42599,70.35455,1
69.34594,80.91028,71.15768,1
67.69437,81.09782,70.41402,1
68.92216,81.58439,71.15496,1
68.0943,82.21851,70.43769,1
69.2324,82.25064,70.37243,1
68.05077,82.18196,70.61902,1
69.85703,81.79419,70.42587,1
68.60042,81.72179,70.39325,1
66.83463,80.83009,70.36945,1
68.96155,82.18411,70.54344,1
68.64129,82.06918,70.3754,1
71.1706,82.1798,70.57841,1
68.47662,82.25919,70.34559,1
68.72247,82.28477,70.41698,1
65.36076,82.22066,70.79381,1
69.00076,82.20563,70.35156,1
69.30826,82.29754,70.39919,1
67.37006,81.26226,70.35156,1
71.55803,81.80545,70.86443,1
68.3931,82.20348,70.39622,1
68.35104,81.76032,71.02059,1
67.60294,81.72179,70.95679,1
77.32727,82.11273,70.35455,1
68.18073,82.2869,70.75115,1
70.89188,81.41423,70.3754,1
69.56866,80.58496,70.4436,1
67.69437,80.57201,70.35753,1
67.46396,80.80235,70.4436,1
69.56866,82.25705,70.41402,1
69.30826,81.79419,70.54636,1
68.72247,82.20563,70.80798,1
71.58713,81.9239,70.35156,1
68.05077,81.45181,70.78813,1
67.91882,81.29334,70.4436,1
69.96273,79.41402,70.35156,1
71.32166,82.23994,71.37527,1
68.51809,82.08009,70.35753,1
67.78484,81.82343,71.33805,1
67.0821,81.95049,70.40215,1
68.88258,82.14092,70.36051,1
69.64165,82.31454,70.47308,1
69.03979,82.30605,70.49953,1
67.60294,81.39302,70.57549,1
69.71404,80.38323,70.63926,1
69.27041,81.69448,70.35156,1
70.60393,81.03412,70.7483,1
69.38346,81.9726,70.9317,1
69.60524,82.24208,70.49073,1
68.92216,81.1222,70.87287,1
69.00076,82.10838,70.41994,1
67.69437,81.54969,70.43178,1
68.43497,82.29116,70.59874,1
68.72247,80.55123,70.79664,1
68.05077,82.31242,70.35455,1
68.84283,81.75354,70.39919,1
66.21022,82.26346,70.61033,1
71.14007,82.20563,70.41402,1
71.55803,82.22923,70.35455,1
66.73362,82.15174,70.61902,1
70.30609,82.18411,70.35455,1
70.37317,82.25705,70.36051,1
68.47662,81.43069,70.40512,1
68.72247,81.49622,70.72546,1
70.13611,82.25491,70.98459,1
69.2324,82.04733,70.59293,1
69.19421,82.19703,70.78813,1
65.76753,81.08805,71.33273,1
69.42082,82.21851,70.40215,1
68.47662,81.98804,70.39027,1
69.53194,82.28903,70.91493,1
69.49506,82.28052,70.56968,1
67.78484,82.28903,70.35455,1
69.92764,82.21851,70.37838,1
67.8744,82.28052,70.87849,1
68.43497,82.14092,71.02612,1
71.81647,82.29329,70.63059,1
70.13611,82.07791,70.39027,1
67.69437,82.19488,70.49073,1
68.22363,81.87046,70.35455,1
69.27041,82.20563,71.27655,1
71.67384,79.03236,70.43769,1
69.11735,79.37839,70.54052,1
67.13076,82.06045,70.63637,1
68.43497,80.39912,70.73689,1
66.98396,82.14957,70.37838,1
71.1706,81.4565,70.38731,1
67.17915,82.1647,70.70255,1
69.64165,82.23352,70.40215,1
67.82973,80.72624,70.35156,1
67.96303,81.46586,70.54344,1
66.73362,82.13659,70.36051,1
68.18073,81.35281,70.39622,1
71.14007,82.02541,70.95958,1
69.15587,82.28477,70.62481,1
68.51809,82.27412,70.35156,1
69.19421,82.25919,70.4613,1
68.0943,81.89277,70.35455,1
68.51809,79.99568,70.40512,1
69.00076,80.84769,70.35455,1
68.92216,81.69904,70.36349,1
71.81647,80.66231,70.49953,1
70.06718,81.68307,70.36051,1
67.0821,81.87939,70.4966,1
69.15587,80.3487,70.3754,1
67.69437,79.31267,70.4613,1
66.1561,80.00676,70.49953,1
71.10943,81.37412,70.49366,1
71.14007,80.67257,70.59583,1
67.91882,80.362,70.86725,1
68.55935,82.25278,70.35455,1
70.2385,81.41423,70.5142,1
68.2663,82.30392,70.40512,1
68.22363,82.21636,70.39622,1
72.06744,82.24636,71.2038,1
70.6364,82.14525,70.36051,1
65.82411,82.08009,70.35156,1
68.76277,81.8481,70.40512,1
69.11735,82.28477,70.34857,1
68.84283,81.81219,70.65656,1
68.76277,80.47551,70.73974,1
69.11735,80.33539,70.36647,1
66.47586,81.46118,70.59293,1
71.26155,82.11056,70.39919,1
68.80289,81.62813,70.40215,1
71.01686,82.16039,70.68533,1
70.0325,81.9748,70.46719,1
71.47014,82.28052,70.70255,1
70.2385,81.82792,70.39027,1
66.98396,81.97039,70.91213,1
71.70255,82.31029,70.36647,1
69.07866,82.25491,70.8193,1
69.67793,81.42834,70.42587,1
73.24787,81.93721,70.35455,1
70.73309,82.29754,70.52005,1
68.60042,81.62124,70.53175,1
70.40651,82.07355,70.90373,1
72.12225,80.7186,70.5376,1
71.61613,81.33858,70.59874,1
68.60042,82.14957,70.36647,1
70.73309,80.88529,70.39622,1
69.34594,82.04295,70.40512,1
69.30826,79.88411,70.35455,1
72.2038,81.78517,70.36349,1
69.67793,82.25064,70.9707,1
69.75001,81.78291,70.4229,1
73.00455,82.2869,70.35455,1
71.04783,80.73643,70.4229,1
70.27236,81.36465,70.37243,1
69.56866,82.2869,70.35753,1
67.64877,82.18411,70.37838,1
68.55935,82.12792,70.35753,1
68.64129,81.99905,70.36945,1
71.7597,82.15174,70.39919,1
70.40651,81.37885,70.79097,1
67.46396,80.88029,70.5259,1
67.46396,80.09763,70.35753,1
68.2663,82.09316,70.35455,1
71.58713,81.45415,70.36349,1
68.13762,81.97922,70.35455,1
70.20451,82.2485,70.45245,1
71.55803,81.58669,70.44065,1
66.88469,81.84138,70.39919,1
72.2846,81.27662,70.36647,1
68.68198,82.00784,70.80231,1
71.87287,81.96156,70.90093,1
73.34332,81.31956,70.36349,1
73.53114,81.85033,70.36051,1
68.13762,81.94164,70.48485,1
69.19421,82.21851,70.40512,1
71.32166,82.3018,70.35156,1
70.3397,82.22066,70.4613,1
70.43973,82.16039,70.42587,1
65.9362,82.28477,70.58422,1
69.15587,81.73994,70.45245,1
69.78583,82.07137,70.69108,1
73.0292,82.31029,70.36647,1
69.45802,81.4682,70.40512,1
72.95506,81.95934,70.56385,1
66.47586,82.23352,70.77676,1
70.13611,80.93768,70.36051,1
72.49646,80.87027,70.88411,1
69.67793,80.40441,70.35753,1
69.11735,82.06045,70.47308,1
71.87287,81.9039,70.42587,1
67.82973,81.05622,70.5142,1
69.71404,80.56162,70.45541,1
69.38346,82.2869,70.40512,1
68.18073,78.88873,70.35156,1
68.18073,82.0298,70.35753,1
72.1767,81.75127,70.78245,1
70.6364,80.50692,70.35455,1
68.2663,81.18526,70.54344,1
69.85703,81.55896,70.68821,1
71.1706,82.24636,71.09763,1
72.23082,82.21851,70.67096,1
67.73972,81.46586,70.52298,1
69.11735,79.66233,70.48191,1
70.6364,82.21207,70.98459,1
67.8744,81.72179,70.58713,1
72.14951,81.54738,70.35156,1
70.06718,80.35136,70.45245,1
70.13611,82.08009,70.43474,1
67.32272,81.0856,70.40512,1
68.35104,81.40717,70.41994,1
68.22363,81.51254,70.45245,1
68.76277,81.37176,70.38433,1
68.51809,81.85481,70.49953,1
68.22363,81.67623,70.35455,1
70.10172,82.03418,70.36349,1
71.04783,82.28052,70.36051,1
73.39066,81.38358,70.35455,1
70.53862,81.98142,70.49953,1
69.34594,82.08009,70.38731,1
72.23082,82.24208,70.36945,1
71.41106,82.14957,70.36945,1
72.49646,82.19057,70.35156,1
72.75423,82.28265,70.39622,1
69.07866,82.13009,70.37243,1
69.27041,82.08445,70.39027,1
71.07868,82.08009,70.40215,1
70.0325,81.75127,70.36647,1
70.82871,81.32194,70.35753,1
71.01686,80.77959,70.65656,1
71.29166,82.22066,70.67959,1
68.88258,81.07827,70.56676,1
72.52258,82.07137,70.35753,1
72.54863,80.08118,70.35455,1
69.34594,81.53577,70.37838,1
70.73309,82.25491,70.63059,1
67.91882,81.78291,70.40512,1
66.98396,80.04818,70.35753,1
69.30826,82.17764,70.36349,1
73.15136,82.30605,70.41106,1
72.44398,82.08227,70.40215,1
70.82871,82.17333,70.37838,1
74.13659,82.11925,70.35455,1
65.18042,81.93056,70.37243,1
70.60393,80.25775,70.40512,1
69.71404,82.11056,70.39622,1
73.27184,80.6134,70.41994,1
70.89188,80.8074,70.49073,1
68.76277,80.72115,70.39622,1
71.64503,81.05867,70.36647,1
69.60524,81.3362,70.48779,1
73.93942,81.78291,70.35156,1
68.55935,81.69676,70.42587,1
71.92891,80.74915,70.75685,1
67.8744,81.07337,70.35455,1
68.92216,81.17317,70.40809,1
69.8215,82.13659,70.68533,1
72.01229,82.1539,70.64503,1
70.60393,81.89054,70.35753,1
69.96273,81.67623,70.35455,1
71.44064,80.78211,70.44951,1
72.12225,82.23138,70.39919,1
68.92216,80.49646,70.35455,1
71.47014,81.72406,70.40215,1
71.49953,81.64878,71.04543,1
70.82871,81.28379,70.3426,1
69.67793,80.30869,70.35455,1
65.59553,80.58496,70.35156,1
71.55803,80.80992,70.45245,1
73.05376,82.20563,70.37838,1
69.78583,81.86599,70.35156,1
68.68198,81.68536,70.40809,1
69.30826,81.44243,70.59293,1
68.43497,82.22066,70.51127,1
69.00076,82.18196,70.40512,1
66.83463,82.2228,70.81081,1
70.92329,82.25491,70.35455,1
71.20102,82.24636,70.35455,1
71.23134,82.20563,70.40512,1
71.84471,82.31029,70.54928,1
68.3931,82.09316,70.35455,1
72.72879,81.93499,70.36647,1
69.75001,81.80095,70.49953,1
70.2385,81.94386,70.59874,1
69.11735,79.98181,70.63059,1
70.53862,81.60744,70.37838,1
71.38136,81.82118,70.36647,1
72.09489,82.2869,70.95679,1
70.17038,81.69904,70.37838,1
70.57133,81.47288,70.35753,1
74.1149,82.3018,70.46719,1
71.29166,82.16254,70.35455,1
72.25775,81.68764,70.36349,1
71.38136,82.2869,70.3754,1
68.80289,81.70587,70.35156,1
70.98579,82.29967,70.35753,1
69.38346,82.30817,70.4613,1
70.92329,82.3018,70.36945,1
72.25775,82.14742,70.44951,1
71.98459,81.4682,70.88692,1
69.67793,80.61856,70.49953,1
65.53742,81.65107,70.65945,1
69.11735,82.17118,70.35156,1
69.2324,79.96792,70.40215,1
68.3931,82.2228,70.68821,1
67.03316,79.48779,70.37243,1
70.98579,81.93942,70.54928,1
69.03979,81.56127,70.8193,1
71.26155,82.16902,70.39325,1
71.67384,81.47288,70.3754,1
71.32166,81.14408,70.36647,1
71.49953,82.25064,70.46425,1
67.22727,81.97039,70.40215,1
68.55935,81.84138,70.35455,1
69.27041,82.1798,70.35455,1
70.86035,82.00784,70.40512,1
70.53862,82.21851,70.70542,1
70.13611,81.63731,70.37243,1
71.61613,80.80992,70.36051,1
70.37317,80.55903,70.47897,1
69.78583,80.34338,70.43769,1
71.52883,79.64792,70.40809,1
70.3397,82.12141,70.44951,1
71.14007,81.57977,70.35753,1
71.10943,82.04951,70.40512,1
71.1706,82.19488,70.73117,1
68.96155,82.09316,70.40215,1
70.27236,81.17801,70.45836,1
69.56866,81.31718,70.7483,1
68.80289,81.35755,70.35455,1
67.46396,81.6419,70.39622,1
70.50578,82.04295,70.35455,1
68.22363,82.2869,70.37243,1
66.83463,82.20778,70.42587,1
68.80289,82.23352,70.47308,1
73.60052,82.29329,70.35156,1
67.22727,81.81669,70.43474,1
73.62354,82.21207,70.35455,1
72.44398,82.20348,70.44065,1
70.9546,82.16902,70.43769,1
67.82973,82.2228,70.48485,1
69.75001,82.01004,70.35156,1
69.45802,82.07791,70.45245,1
68.007,80.93768,70.68533,1
69.67793,80.61856,70.3754,1
69.56866,82.07355,70.4613,1
67.51054,82.27625,70.40512,1
70.0325,82.31454,70.36349,1
70.2385,82.2485,70.36051,1
68.80289,81.94164,70.49366,1
68.68198,81.63961,70.38433,1
69.56866,81.83465,70.45541,1
70.30609,82.11273,70.40512,1
68.007,81.78968,70.36051,1
67.17915,82.03857,70.35753,1
69.07866,80.4229,70.35455,1
72.88029,82.03199,70.39027,1
70.27236,82.01224,70.36051,1
72.83009,82.29967,70.35455,1
74.15822,82.12792,70.7226,1
72.23082,82.21636,70.54928,1
70.60393,81.86823,70.35455,1
74.00565,80.61856,70.66521,1
69.42082,82.01004,70.42587,1
71.98459,80.40705,70.36051,1
71.07868,81.9726,70.54636,1
70.82871,81.46586,70.52005,1
71.38136,82.05608,70.5259,1
68.43497,81.15136,70.5054,1
72.03991,80.35136,70.35455,1
73.0292,82.25064,70.88692,1
70.79695,81.1222,70.45541,1
72.65204,82.30392,70.40512,1
70.86035,82.27625,70.37243,1
70.27236,81.45181,70.44656,1
71.7597,82.3018,70.38433,1
71.7597,82.23138,70.3754,1
69.67793,82.19488,70.4436,1
65.53742,82.14742,70.52005,1
72.06744,80.98974,70.40215,1
72.2846,81.86152,71.00122,1
66.68268,82.25919,70.50833,1
73.46118,82.067,70.8193,1
67.27513,81.35281,70.36647,1
69.42082,80.45713,70.35753,1
68.72247,81.56821,70.41994,1
72.23082,81.10514,70.35753,1
73.17559,80.5746,70.75115,1
69.99769,82.067,71.01506,1
69.11735,81.50322,70.35455,1
72.09489,82.02322,70.36051,1
69.45802,81.56359,70.39027,1
71.47014,82.22709,70.42587,1
69.78583,81.32669,70.37838,1
68.43497,82.18196,70.36349,1
70.40651,82.20133,70.40809,1
72.65204,82.26772,71.03716,1
73.98363,81.07827,70.63926,1
70.53862,82.24636,70.3754,1
72.75423,82.01004,70.35455,1
72.31137,82.2869,70.39622,1
70.76508,82.15606,70.72832,1
69.34594,81.78291,70.60744,1
71.67384,82.17118,70.50247,1
73.96156,82.14957,70.39027,1
70.43973,81.53345,70.78813,1
70.79695,81.61434,70.38136,1
71.61613,82.3018,70.36051,1
74.13659,81.86823,70.39919,1
68.05077,81.73541,70.57259,1
72.65204,82.25278,70.39919,1
69.78583,81.895,70.36349,1
69.78583,80.76945,70.41994,1
70.37317,81.79194,70.49366,1
67.37006,80.36465,70.39919,1
70.82871,82.2228,70.36647,1
69.67793,80.49646,70.63926,1
69.30826,82.05608,70.43178,1
72.2038,79.83907,70.5259,1
68.13762,80.88779,70.35156,1
69.15587,82.01224,70.95401,1
69.8215,81.64648,70.41106,1
72.25775,80.60307,70.36945,1
69.07866,80.52258,70.41106,1
68.51809,81.44478,70.41106,1
72.39118,81.55433,70.41402,1
73.80544,81.94164,70.37243,1
69.45802,82.25491,70.48485,1
71.38136,82.29754,70.35753,1
70.47282,82.08445,70.40512,1
70.2385,82.28903,70.36051,1
69.8924,82.2228,70.65369,1
70.6364,81.91724,70.35753,1
70.98579,81.72179,70.42883,1
72.03991,82.13659,71.05644,1
73.46118,82.21851,70.40512,1
70.13611,81.51254,70.41106,1
68.68198,82.19488,70.40215,1
74.35054,81.65107,70.5376,1
70.53862,81.47989,70.43769,1
70.73309,80.04818,70.49953,1
69.78583,80.1604,70.35455,1
69.30826,82.07573,70.36051,1
71.35156,82.21851,70.40512,1
71.44064,82.28903,70.35156,1
70.50578,81.96597,70.4229,1
69.56866,82.28052,70.36945,1
68.92216,81.99023,70.49366,1
71.78813,82.19273,70.45541,1
69.00076,81.71951,70.68533,1
71.67384,82.19057,70.35455,1
68.35104,82.21207,70.4613,1
71.47014,80.98727,70.34857,1
70.86035,80.298,70.5142,1
69.53194,78.95772,70.35753,1
66.31745,79.48191,70.3754,1
66.98396,79.75685,70.63926,1
67.0821,82.06045,70.35455,1
68.13762,81.39302,71.05644,1
75.02136,81.83241,70.35455,1
71.52883,82.12792,70.36647,1
69.75001,81.56359,70.36647,1
66.73362,81.27662,70.42587,1
69.53194,80.25775,70.35455,1
71.95679,81.35044,71.00399,1
68.007,82.15823,70.75115,1
71.32166,82.25919,70.4436,1
71.81647,81.62583,70.87287,1
69.85703,80.51215,70.36647,1
72.01229,81.82343,70.4966,1
67.8744,81.21422,70.35753,1
73.07827,80.38588,70.35455,1
72.1767,80.98479,70.37838,1
68.68198,79.22831,70.88692,1
71.95679,81.34095,70.57259,1
68.35104,79.85599,70.40809,1
71.90093,81.57284,70.35455,1
69.19421,81.05132,70.68533,1
71.7597,81.01688,70.48779,1
69.96273,82.22066,70.56094,1
71.67384,81.0856,70.87006,1
71.35156,82.06918,70.71687,1
70.2385,81.99905,70.43769,1
65.76753,81.93721,70.49366,1
77.23679,82.14957,70.40215,1
67.03316,82.27412,70.36051,1
66.98396,81.98142,70.42587,1
68.3931,82.1539,70.39919,1
70.98579,82.12576,70.59003,1
70.53862,82.19057,70.42587,1
70.73309,81.32669,70.44951,1
72.5746,82.02541,70.62192,1
67.78484,82.17118,70.40809,1
70.73309,78.55827,70.47014,1
72.12225,81.22865,70.35455,1
72.52258,81.33145,70.46719,1
69.38346,82.11925,70.35753,1
68.64129,81.39302,70.36051,1
68.64129,81.24067,70.40809,1
68.88258,82.24636,70.35455,1
69.38346,81.83016,70.4436,1
70.47282,82.21851,71.08392,1
70.0325,81.33145,70.41402,1
71.61613,81.86823,70.45245,1
68.88258,82.29116,70.41106,1
70.43973,82.01663,70.35455,1
68.3931,82.29542,70.45836,1
67.22727,82.14308,70.54636,1
70.92329,82.26559,70.47308,1
68.43497,82.18842,70.52005,1
70.66875,80.91028,70.4436,1
69.07866,80.1604,71.1031,1
65.53742,82.2485,70.40512,1
70.57133,82.03199,70.35156,1
71.64503,82.21422,70.67671,1
70.73309,82.17549,70.56676,1
68.05077,82.28903,70.3754,1
68.13762,82.0298,70.43178,1
73.55433,82.20778,70.37243,1
72.09489,81.3362,70.45541,1
70.79695,79.51127,70.37838,1
69.85703,81.27184,70.36349,1
70.20451,80.81496,70.41994,1
65.82411,81.94164,70.45245,1
67.91882,81.55433,70.35156,1
68.68198,82.01004,70.41994,1
70.73309,82.1539,70.36051,1
67.32272,81.98804,70.35156,1
70.20451,81.88385,70.42587,1
70.40651,81.68536,70.35156,1
72.70328,82.2869,70.8193,1
69.56866,82.28477,70.46719,1
71.92891,82.12576,70.72832,1
68.64129,82.21851,70.40512,1
71.84471,82.19057,70.55511,1
71.73117,82.2378,70.5376,1
70.89188,81.68536,70.52883,1
68.3931,81.76485,70.3754,1
71.84471,81.06847,70.35455,1
68.007,81.67851,70.36945,1
70.57133,81.34095,70.35156,1
70.57133,80.69561,70.45836,1
73.07827,80.37262,70.35455,1
72.09489,79.73403,70.40809,1
69.64165,82.04076,70.41698,1
69.42082,82.27412,70.35156,1
70.86035,82.31029,70.47897,1
69.2324,80.96498,70.53175,1
69.71404,82.2228,70.3754,1
69.11735,82.06045,70.44656,1
71.81647,82.31242,70.40215,1
71.70255,81.15864,70.35156,1
70.66875,81.9748,70.40512,1
68.2663,82.22495,70.3754,1
69.56866,81.15864,70.39622,1
71.01686,78.63964,70.35455,1
72.33805,81.66709,70.36647,1
73.15136,80.81244,70.35156,1
70.73309,78.90132,70.62192,1
68.68198,82.29542,70.4229,1
67.37006,80.16312,70.35455,1
70.70097,81.05132,70.35753,1
70.89188,82.08881,70.40512,1
68.18073,81.93277,70.36349,1
69.19421,80.16312,70.34857,1
71.04783,81.14408,70.36051,1
70.06718,81.40481,70.36349,1
71.04783,81.63042,70.36349,1
73.24787,82.23352,70.43769,1
68.47662,82.15174,70.38731,1
67.32272,80.85271,70.36349,1
72.39118,82.25491,70.79381,1
69.03979,81.8481,70.36349,1
69.71404,82.01004,70.45836,1
74.4137,80.96002,70.36349,1
70.40651,82.26559,70.40512,1
71.41106,80.72115,70.76823,1
72.5746,81.32194,70.35156,1
72.90529,81.32194,70.46719,1
70.13611,82.2869,70.52005,1
72.12225,82.03199,70.36051,1
72.12225,80.8828,70.39027,1
72.2038,81.71724,70.4229,1
73.80544,81.27662,70.35455,1
65.76753,81.30289,70.79664,1
70.3397,82.14308,70.45541,1
71.07868,82.00784,71.25506,1
69.71404,81.66251,70.95679,1
71.73117,82.31454,70.40512,1
67.46396,82.31029,70.35753,1
69.85703,82.20563,70.43178,1
68.92216,82.12792,70.68246,1
70.6364,81.04395,70.73403,1
71.47014,79.76823,70.36647,1
69.07866,81.77615,70.43769,1
68.3931,82.30605,70.37838,1
69.53194,80.17399,70.61902,1
68.88258,80.86526,70.39027,1
70.0325,79.25854,70.95958,1
70.3397,81.74901,70.37243,1
74.96247,82.2869,70.67096,1
71.1706,82.22923,70.5376,1
69.71404,82.21851,70.60454,1
72.14951,82.26772,70.71687,1
69.11735,82.23994,70.48485,1
70.2385,82.25064,70.3754,1
71.7597,82.15606,70.38731,1
70.2385,82.29116,70.47308,1
70.20451,82.14957,70.41994,1
69.99769,82.2869,71.16312,1
73.55433,82.12141,71.2011,1
73.8727,82.11056,70.45245,1
71.44064,80.76437,70.68246,1
70.70097,81.19251,71.22002,1
73.98363,81.62813,70.5054,1
69.75001,82.28052,70.45541,1
71.44064,82.22923,70.35753,1
70.2385,82.13009,70.50833,1
72.47026,81.42129,70.35455,1
70.37317,81.18043,70.55219,1
71.32166,81.81669,70.50833,1
69.45802,81.10758,70.40512,1
70.2385,80.62888,70.35753,1
72.65204,81.36465,70.53175,1
70.9546,81.36702,70.97348,1
71.10943,81.52881,71.27924,1
69.27041,80.50692,70.47308,1
73.66937,82.28052,70.36051,1
72.5746,79.44951,70.54344,1
73.76032,81.59361,70.45836,1
68.64129,80.70072,70.34857,1
70.30609,82.20778,70.36647,1
70.86035,82.06481,70.71115,1
69.00076,81.27662,70.36647,1
70.53862,82.27838,71.20921,1
68.13762,81.8481,70.35753,1
71.41106,81.30766,70.41402,1
72.39118,82.28903,70.41994,1
74.68226,81.63961,70.43769,1
72.97984,82.18842,70.36647,1
68.96155,82.13659,70.39919,1
68.30878,81.99905,70.54636,1
71.01686,79.6277,70.41994,1
72.90529,81.22625,70.56676,1
67.46396,82.14092,70.36647,1
69.49506,80.57719,70.36051,1
71.26155,79.23134,70.42587,1
69.38346,77.76077,70.3754,1
70.76508,81.26704,70.35753,1
70.60393,82.22923,70.4613,1
66.63143,82.28052,70.48485,1
68.55935,82.09534,70.38731,1
72.2846,82.14742,70.43769,1
70.76508,82.30605,70.3426,1
71.84471,82.0517,70.39919,1
68.3931,82.05608,70.45245,1
69.78583,82.25919,70.44656,1
68.51809,81.28857,70.4966,1
70.10172,82.21636,70.45541,1
68.18073,82.2869,70.39325,1
71.10943,82.28477,70.85035,1
71.04783,81.64878,70.95958,1
74.37164,80.90279,70.38136,1
71.55803,81.62813,70.40512,1
72.01229,81.88385,70.36647,1
71.67384,79.71401,70.35455,1
70.3397,81.70587,70.73117,1
71.14007,81.21181,70.35156,1
69.56866,82.21851,70.36349,1
73.0292,82.22495,70.35455,1
70.30609,82.20563,70.37243,1
68.22363,81.90167,70.49073,1
69.78583,82.25491,70.36051,1
72.31137,82.19488,70.54052,1
74.15822,80.68026,70.36647,1
72.23082,81.62813,70.40512,1
70.98579,79.23739,70.37838,1
68.35104,80.27119,70.67096,1
70.37317,80.6546,70.39325,1
68.80289,81.43069,70.40512,1
71.41106,81.70815,70.48779,1
70.40651,81.40952,70.41106,1
68.0943,81.42364,70.36647,1
70.47282,81.90612,70.40215,1
72.14951,81.44946,70.48779,1
69.78583,82.04733,70.35753,1
69.03979,82.2869,70.4966,1
72.95506,82.27625,70.35753,1
72.88029,79.55803,70.54344,1
72.70328,79.22831,70.35455,1
73.53114,81.78066,70.49953,1
73.36702,82.23994,70.61033,1
71.35156,82.2869,70.37838,1
75.0409,82.30817,70.42587,1
70.98579,82.29542,70.36349,1
67.37006,81.0292,70.4613,1
69.71404,82.26772,70.36349,1
71.29166,82.11707,70.4436,1
70.50578,82.17549,70.5054,1
73.62354,82.29967,70.3754,1
71.67384,80.10584,70.36051,1
69.56866,80.42026,70.36051,1
71.44064,81.28857,70.40512,1
69.8215,81.8032,71.21461,1
70.98579,81.10758,70.35753,1
67.46396,78.59416,70.37243,1
73.73768,81.08316,70.36051,1
71.26155,81.11489,70.35753,1
73.78291,82.04514,70.35753,1
68.43497,80.96746,70.35455,1
75.27203,80.3487,70.37243,1
72.6777,82.14742,70.54052,1
68.18073,82.21851,70.34857,1
69.27041,82.21851,70.35753,1
68.3931,82.23138,70.35455,1
71.29166,82.03638,70.50833,1
69.19421,82.14957,70.49953,1
66.42338,80.05369,70.55511,1
72.83009,82.10838,70.80231,1
67.82973,81.42834,70.35455,1
69.15587,79.65945,70.36051,1
69.03979,80.45713,70.35455,1
71.29166,80.31137,70.5054,1
69.42082,81.83016,70.44656,1
68.92216,81.79869,70.60744,1
69.2324,82.01004,70.40512,1
68.13762,81.58208,70.43769,1
69.85703,81.44478,70.55219,1
71.61613,82.01224,71.27924,1
70.10172,81.62813,70.69108,1
70.92329,82.03199,70.36051,1
70.43973,82.21851,70.41106,1
71.98459,82.27199,70.37243,1
70.70097,82.24636,71.13316,1
72.77959,82.30817,70.49366,1
69.30826,82.31454,70.36349,1
71.26155,81.35281,70.40512,1
68.68198,82.20992,70.52005,1
70.70097,81.74448,70.40512,1
67.91882,81.83689,70.40512,1
72.06744,81.60052,70.43769,1
72.12225,82.19057,70.40809,1
69.64165,81.00949,70.36051,1
73.46118,78.82237,70.45836,1
69.15587,80.22543,70.41698,1
69.27041,82.08009,70.43474,1
73.24787,81.91724,70.36647,1
74.15822,82.30817,70.92052,1
