sound Sensor,soundLevel MAX4466,soundLevel MAX9814,Actual
70.47282,81.55201,70.43769,1
72.23082,82.29542,70.5142,1
69.19421,82.18626,70.56385,1
71.58713,81.32907,70.41106,1
71.32166,82.1798,70.35455,1
72.90529,82.28477,70.61033,1
69.07866,82.01004,70.92891,1
68.30878,81.51486,70.36051,1
71.61613,82.28903,70.67096,1
69.67793,81.49856,70.36647,1
73.64648,81.21181,70.35455,1
72.09489,82.21851,70.35156,1
74.88333,81.93942,70.52005,1
71.98459,81.49622,70.39919,1
72.25775,82.14957,70.81647,1
73.53114,81.95492,70.36647,1
69.42082,80.24968,70.54344,1
67.96303,79.5259,70.56094,1
69.45802,82.2869,70.49953,1
68.60042,82.26559,70.44951,1
69.96273,82.31666,70.41402,1
72.93021,82.04295,70.7226,1
70.40651,82.25278,70.55803,1
69.64165,82.25919,70.35156,1
69.30826,82.14525,70.5376,1
72.75423,82.26986,71.23891,1
70.0325,82.19918,70.35455,1
73.895,82.17118,71.02888,1
73.43774,81.86823,70.35455,1
71.78813,82.11056,70.36051,1
71.1706,82.11925,70.38433,1
70.2385,82.10838,70.35753,1
74.20132,81.83913,70.35753,1
72.65204,81.75354,70.39027,1
68.88258,82.28052,70.35156,1
69.07866,82.11273,70.35455,1
68.3931,82.09098,70.35156,1
70.92329,82.2869,70.53468,1
72.65204,82.28477,70.61323,1
68.51809,82.31454,70.3754,1
75.64407,82.29116,70.37243,1
74.15822,82.24636,70.45836,1
71.61613,82.3018,70.38731,1
72.65204,82.27199,70.87849,1
70.27236,82.20778,71.07843,1
71.70255,82.25919,70.51712,1
71.87287,82.15606,70.53175,1
72.5746,82.06481,70.38731,1
74.00565,82.31454,70.39919,1
74.24422,81.97039,70.34559,1
69.03979,82.22495,70.85317,1
72.09489,81.26944,70.39027,1
73.31956,82.08009,70.46719,1
71.35156,82.01443,70.5142,1
73.22385,82.28903,70.49953,1
70.3397,82.08009,70.37243,1
74.47643,82.26772,70.35455,1
68.92216,82.3018,70.73974,1
72.06744,82.27412,70.91493,1
71.44064,81.86375,70.48485,1
69.67793,82.25705,70.40512,1
69.03979,82.25705,70.35455,1
67.55685,81.97039,70.51127,1
73.39066,82.31029,70.41402,1
69.11735,82.25705,70.49366,1
70.57133,82.25491,70.60164,1
67.51054,82.08009,70.81647,1
74.26559,81.93277,70.8193,1
70.43973,82.29967,70.55803,1
68.68198,81.85928,70.35156,1
67.69437,82.25491,70.38731,1
68.64129,81.69676,70.59293,1
75.93064,82.0517,70.50247,1
70.40651,82.30817,70.63926,1
70.17038,82.09969,70.36051,1
69.56866,81.89054,70.40512,1
74.04951,82.2869,70.4966,1
70.17038,81.99684,70.43769,1
69.15587,81.83913,70.55219,1
67.82973,81.56821,70.8193,1
69.92764,82.21422,70.35156,1
71.58713,81.78291,70.78529,1
68.3931,81.76032,70.8193,1
67.55685,82.28477,70.39027,1
70.47282,81.35755,70.47897,1
71.61613,82.08009,70.43178,1
71.90093,82.18411,70.40215,1
68.3931,81.73768,70.36647,1
68.60042,82.31454,70.34857,1
74.0276,82.11707,70.39622,1
73.76032,82.2869,70.36349,1
71.32166,82.22066,70.77108,1
71.47014,82.30817,70.39622,1
71.20102,82.29329,70.34857,1
72.06744,82.21851,70.63926,1
70.10172,82.26132,70.35753,1
70.82871,82.30817,70.37838,1
72.88029,82.18842,70.63059,1
71.20102,81.76032,70.44065,1
70.43973,82.19918,70.68533,1
69.49506,81.3148,70.43474,1
70.57133,82.26346,70.3754,1
68.18073,82.19703,70.36945,1
71.92891,82.22495,70.44951,1
70.79695,81.70132,71.21732,1
72.72879,80.68282,70.35753,1
68.68198,82.2378,70.35455,1
72.14951,82.28903,70.49953,1
70.89188,82.29542,70.50833,1
75.62584,82.20992,70.39325,1
69.8215,82.10838,70.36647,1
68.96155,82.20348,70.5054,1
71.73117,82.29967,70.7226,1
74.43466,82.23994,70.35156,1
67.73972,82.28052,70.35455,1
68.84283,82.08009,70.40512,1
69.15587,82.26559,70.48779,1
72.2846,82.16254,70.86162,1
71.35156,81.69448,70.41402,1
70.76508,82.31029,70.34857,1
71.95679,80.70072,70.63926,1
69.96273,82.21851,70.5054,1
72.6777,81.83241,70.40512,1
70.13611,82.29329,70.54052,1
72.65204,82.23138,70.7226,1
69.60524,82.26772,70.36051,1
66.78427,82.15823,70.59293,1
69.8215,82.20992,70.4229,1
66.78427,82.26772,70.35455,1
73.96156,82.25919,71.39912,1
72.5746,82.29329,70.36051,1
73.05376,82.31029,70.35753,1
72.6263,82.23994,70.40809,1
67.03316,80.9327,70.35455,1
72.03991,82.30605,70.43769,1
69.49506,81.75354,70.35753,1
71.01686,82.25491,70.58713,1
72.88029,82.18842,70.40512,1
72.1767,82.13876,70.41106,1
68.30878,81.78743,70.4613,1
68.18073,82.0517,70.44065,1
71.61613,82.17333,70.69395,1
74.43466,82.13659,70.36349,1
68.47662,82.31029,70.65369,1
66.37057,80.86024,70.40512,1
69.85703,81.93721,70.44951,1
70.13611,82.21851,70.36051,1
68.76277,82.27625,70.69108,1
71.29166,82.30817,70.40809,1
71.1706,82.28477,70.35753,1
71.84471,82.17333,70.52883,1
70.17038,82.28265,70.5054,1
68.3931,82.23994,70.37243,1
67.27513,82.27625,70.63637,1
72.72879,82.29754,70.55803,1
68.88258,82.31029,70.59003,1
69.64165,82.0298,70.71687,1
70.37317,82.12576,70.59003,1
71.78813,82.2378,70.3754,1
69.64165,82.2869,70.8193,1
70.92329,82.01443,70.57549,1
71.47014,81.26465,70.3754,1
70.50578,81.93721,70.35156,1
73.17559,82.26559,70.5376,1
70.2385,82.31666,70.39027,1
72.33805,82.31029,70.69395,1
72.01229,82.2485,70.47308,1
72.01229,82.18411,70.37838,1
71.70255,82.06918,70.5376,1
68.22363,82.2228,70.59293,1
68.76277,82.04295,70.35753,1
74.13659,82.28477,71.17399,1
73.31956,82.23994,70.39919,1
73.43774,82.15174,70.36647,1
70.73309,82.19057,70.43178,1
71.55803,81.99023,70.40512,1
72.06744,80.98232,70.44065,1
70.30609,82.17333,70.45541,1
68.22363,81.91946,70.44065,1
69.49506,81.86823,70.35156,1
70.92329,80.8978,70.37243,1
72.97984,82.25705,70.50247,1
71.26155,80.99962,70.7226,1
68.96155,81.05376,70.35156,1
69.60524,82.14957,70.80798,1
70.2385,81.55664,70.47014,1
73.27184,81.03658,70.67671,1
70.6364,81.32194,70.38433,1
72.90529,82.28477,70.5259,1
74.47643,82.31242,70.35455,1
68.88258,82.15823,70.81647,1
70.9546,82.26772,70.35455,1
70.43973,82.22709,70.75685,1
70.92329,82.31242,70.5142,1
71.73117,82.27199,70.44951,1
71.64503,82.31029,70.77961,1
68.84283,82.27412,70.40512,1
69.8924,82.10403,70.39919,1
72.25775,81.9726,70.43769,1
69.53194,82.04514,70.50833,1
67.96303,81.9039,70.35753,1
69.42082,82.2869,71.28996,1
72.25775,82.20778,70.61323,1
73.66937,81.42834,70.39622,1
69.38346,82.27625,71.11951,1
70.9546,82.26772,70.34857,1
67.51054,82.13009,70.61033,1
70.92329,82.29754,70.48191,1
70.86035,82.17764,70.68533,1
67.69437,82.01004,70.86725,1
68.43497,82.25491,70.86443,1
68.76277,82.28052,70.57841,1
68.60042,82.18196,70.35455,1
73.50787,81.90167,70.36647,1
67.60294,81.67394,70.35156,1
69.00076,82.19273,70.63059,1
67.46396,82.067,70.48485,1
69.60524,82.03418,70.4436,1
70.43973,82.14308,71.38853,1
68.51809,82.2869,70.76823,1
69.45802,80.88529,70.35455,1
69.75001,82.25919,70.52005,1
69.2324,82.11925,70.40215,1
72.85522,81.91946,70.35156,1
72.33805,81.42834,70.37838,1
72.95506,81.52416,70.39919,1
72.41762,82.19918,70.62481,1
67.17915,82.29116,70.81364,1
68.92216,82.3018,70.39325,1
68.68198,82.28265,70.43769,1
69.38346,82.08662,71.13862,1
69.92764,82.24636,70.36051,1
67.82973,81.73541,70.35753,1
71.92891,82.14957,70.34857,1
69.67793,81.15864,70.36945,1
69.78583,82.31242,70.35156,1
69.75001,81.72633,70.57259,1
72.77959,81.63731,70.75115,1
65.99169,80.78971,70.43769,1
67.64877,82.067,70.35753,1
71.38136,82.30605,71.13316,1
70.17038,82.21851,70.35156,1
68.64129,81.81894,70.75115,1
72.03991,82.25491,70.36647,1
67.91882,82.1798,70.57259,1
70.13611,82.24208,70.41106,1
68.96155,82.2869,70.35156,1
69.96273,82.29329,70.35156,1
68.84283,82.28903,70.36945,1
71.10943,82.3018,71.01782,1
71.58713,82.25705,70.41402,1
69.15587,82.3018,70.37838,1
69.85703,82.17333,70.59293,1
69.34594,82.29754,70.49953,1
68.30878,82.31454,70.98459,1
70.53862,82.27838,70.39622,1
69.00076,82.28903,70.48191,1
71.01686,82.3018,70.54344,1
70.50578,82.25919,70.40512,1
66.98396,82.2378,70.6277,1
70.20451,82.25064,70.59293,1
69.11735,82.2869,70.71687,1
69.49506,82.28903,70.49953,1
69.96273,82.31242,70.7483,1
69.53194,82.2485,70.90373,1
69.99769,82.31666,70.41402,1
68.96155,82.25491,70.39622,1
75.55254,82.28903,70.73974,1
68.64129,82.3018,70.39622,1
69.19421,82.25919,71.15224,1
69.85703,82.21636,70.61033,1
70.17038,82.21851,70.56385,1
72.23082,82.25491,70.42587,1
67.91882,81.88162,70.46425,1
72.41762,81.79194,70.37838,1
70.40651,82.19273,70.46425,1
68.92216,82.25491,70.77676,1
71.52883,82.29542,70.36051,1
72.33805,82.09969,70.69968,1
70.0325,82.29542,70.35455,1
69.8215,82.28477,70.40215,1
72.41762,82.3018,71.19568,1
73.64648,82.28052,70.35455,1
68.35104,82.25064,70.36349,1
67.96303,82.31029,70.86162,1
67.17915,82.2869,71.28996,1
70.30609,81.24548,70.74259,1
71.58713,82.13876,70.59293,1
72.72879,82.1539,70.35753,1
64.48518,82.27412,70.50247,1
67.46396,80.35668,70.49953,1
68.55935,81.38358,70.40809,1
69.30826,82.31029,70.40512,1
68.55935,82.31454,70.36051,1
68.88258,82.24422,70.75115,1
67.8744,82.29329,70.35455,1
68.88258,82.2869,70.35753,1
69.64165,81.78066,70.8193,1
69.60524,82.2869,70.64214,1
65.53742,82.25064,70.37838,1
66.93446,82.28052,70.81364,1
68.80289,82.24636,70.65945,1
67.32272,81.39774,70.40512,1
69.15587,80.96498,70.57549,1
68.76277,81.36702,70.62481,1
67.78484,81.57977,70.35156,1
69.60524,82.29967,70.36945,1
70.06718,82.20563,71.23621,1
70.37317,81.76937,70.59293,1
69.49506,82.26772,70.47014,1
68.2663,82.25919,70.34857,1
69.30826,82.29754,70.36349,1
68.60042,82.29754,70.40809,1
68.72247,81.4682,70.40512,1
68.30878,82.01004,70.41106,1
67.32272,82.1798,70.36647,1
68.72247,82.26772,70.50833,1
68.84283,82.23352,70.36647,1
68.76277,81.76032,70.50247,1
68.05077,82.24208,70.37838,1
70.40651,82.04514,70.34559,1
69.99769,82.04295,70.38731,1
68.35104,81.27662,70.49073,1
69.00076,81.93942,70.49953,1
67.46396,81.82792,70.65945,1
70.57133,82.18842,70.50833,1
69.99769,82.31029,70.97626,1
68.51809,81.40717,70.38731,1
68.64129,81.99244,70.56385,1
68.92216,80.95506,70.35455,1
69.38346,81.93942,70.49366,1
71.29166,81.895,70.34857,1
69.64165,81.3005,70.37243,1
69.85703,81.00209,70.40809,1
69.92764,82.25064,70.35455,1
69.75001,82.21851,70.39622,1
69.64165,81.93942,70.35156,1
66.73362,82.2869,70.77961,1
67.91882,82.19703,70.4436,1
68.05077,82.29754,70.37243,1
68.80289,82.19488,71.11404,1
69.00076,82.26132,70.35455,1
70.10172,81.96818,70.36051,1
68.0943,82.29116,70.45245,1
67.91882,82.29116,70.36349,1
68.47662,82.24636,70.35753,1
67.27513,82.08009,70.48485,1
71.20102,82.25064,70.8193,1
67.22727,79.89252,70.44065,1
69.38346,82.26346,71.13316,1
69.8215,82.28265,70.59583,1
66.73362,82.28052,70.59003,1
68.2663,82.1647,70.44656,1
69.96273,82.30817,70.36051,1
68.007,82.31454,70.37243,1
65.59553,82.21851,70.35455,1
67.32272,82.17118,70.35455,1
69.78583,81.3883,70.39325,1
70.06718,82.29329,70.40512,1
70.82871,81.65107,70.44951,1
69.56866,82.29754,70.57549,1
69.07866,82.3018,70.36349,1
69.34594,82.22923,70.40809,1
71.55803,82.29116,70.45245,1
68.30878,81.17559,70.34857,1
69.34594,81.75806,70.42587,1
68.13762,81.61894,71.35403,1
67.27513,81.40717,70.38731,1
67.73972,81.73314,70.36349,1
68.43497,81.84138,71.10857,1
69.03979,82.31454,70.35156,1
69.07866,82.19703,70.36051,1
69.30826,81.27422,71.07568,1
70.98579,82.02541,70.35156,1
68.0943,82.26346,70.96514,1
68.22363,82.06481,70.4229,1
69.75001,82.13442,70.87568,1
70.3397,82.24636,70.35753,1
67.73972,82.28052,70.36647,1
69.2324,82.26132,70.39919,1
69.45802,82.23352,70.45245,1
69.64165,82.2869,70.41106,1
68.55935,82.28903,70.59003,1
68.64129,82.25705,70.36349,1
70.66875,82.22709,70.40215,1
68.05077,82.31666,70.45245,1
67.27513,81.40245,70.42587,1
66.78427,81.93942,70.4613,1
68.68198,82.28477,70.38136,1
69.85703,81.67623,70.35753,1
69.75001,81.10026,70.35455,1
68.64129,80.23891,70.81364,1
70.66875,82.31029,70.35753,1
